,entity,dates,hits
4014,Cardi B,4/21/20,8
4015,Cardi B,4/22/20,5
4016,Cardi B,4/23/20,3
4017,Cardi B,4/24/20,3
4018,Cardi B,4/25/20,29
4019,Cardi B,4/26/20,6
4020,Cardi B,4/27/20,15
4021,Cardi B,4/28/20,17
4022,Cardi B,4/29/20,4
4023,Cardi B,4/30/20,6
4024,Cardi B,5/1/20,5
4025,Cardi B,5/2/20,1
4026,DaBaby,1/2/20,58
4027,DaBaby,1/3/20,115
4028,DaBaby,1/4/20,95
4029,DaBaby,1/5/20,115
4030,DaBaby,1/6/20,78
4031,DaBaby,1/7/20,56
4032,DaBaby,1/8/20,22
4033,DaBaby,1/9/20,13
4034,DaBaby,1/10/20,20
4035,DaBaby,1/11/20,11
4036,DaBaby,1/12/20,14
4037,DaBaby,1/13/20,9
4038,DaBaby,1/14/20,12
4039,DaBaby,1/15/20,47
4040,DaBaby,1/16/20,49
4041,DaBaby,1/17/20,25
4042,DaBaby,1/18/20,69
4043,DaBaby,1/19/20,32
4044,DaBaby,1/20/20,39
4045,DaBaby,1/21/20,37
4046,DaBaby,1/22/20,29
4047,DaBaby,1/23/20,20
4048,DaBaby,1/24/20,29
4049,DaBaby,1/25/20,7
4050,DaBaby,1/26/20,12
4051,DaBaby,1/27/20,9
4052,DaBaby,1/28/20,32
4053,DaBaby,1/29/20,18
4054,DaBaby,1/30/20,19
4055,DaBaby,1/31/20,16
4056,DaBaby,2/1/20,12
4057,DaBaby,2/2/20,17
4058,DaBaby,2/3/20,51
4059,DaBaby,2/4/20,121
4060,DaBaby,2/5/20,29
4061,DaBaby,2/6/20,18
4062,DaBaby,2/7/20,11
4063,DaBaby,2/8/20,21
4064,DaBaby,2/9/20,18
4065,DaBaby,2/10/20,17
4066,DaBaby,2/11/20,34
4067,DaBaby,2/12/20,39
4068,DaBaby,2/13/20,161
4069,DaBaby,2/14/20,58
4070,DaBaby,2/15/20,34
4071,DaBaby,2/16/20,35
4072,DaBaby,2/17/20,20
4073,DaBaby,2/18/20,24
4074,DaBaby,2/19/20,3
4075,DaBaby,2/20/20,1
4076,DaBaby,2/21/20,0
4077,DaBaby,2/22/20,12
4078,DaBaby,2/23/20,5
4079,DaBaby,2/24/20,0
4080,DaBaby,2/25/20,2
4081,DaBaby,2/26/20,6
4082,DaBaby,2/27/20,13
4083,DaBaby,2/28/20,4
4084,DaBaby,2/29/20,1
4085,DaBaby,3/1/20,13
4086,DaBaby,3/2/20,3
4087,DaBaby,3/3/20,0
4088,DaBaby,3/4/20,14
4089,DaBaby,3/5/20,9
4090,DaBaby,3/6/20,4
4091,DaBaby,3/7/20,107
4092,DaBaby,3/8/20,3025
4093,DaBaby,3/9/20,1230
4094,DaBaby,3/10/20,246
4095,DaBaby,3/11/20,504
4096,DaBaby,3/12/20,521
4097,DaBaby,3/13/20,179
4098,DaBaby,3/14/20,36
4099,DaBaby,3/15/20,17
4100,DaBaby,3/16/20,14
4101,DaBaby,3/17/20,13
4102,DaBaby,3/18/20,9
4103,DaBaby,3/19/20,3
4104,DaBaby,3/20/20,3
4105,DaBaby,3/21/20,7
4106,DaBaby,3/22/20,4
4107,DaBaby,3/23/20,5
4108,DaBaby,3/24/20,7
4109,DaBaby,3/25/20,17
4110,DaBaby,3/26/20,32
4111,DaBaby,3/27/20,40
4112,DaBaby,3/28/20,9
4113,DaBaby,3/29/20,17
4114,DaBaby,3/30/20,25
4115,DaBaby,3/31/20,83
4116,DaBaby,4/1/20,185
4117,DaBaby,4/2/20,83
4118,DaBaby,4/3/20,60
4119,DaBaby,4/4/20,52
4120,DaBaby,4/5/20,22
4121,DaBaby,4/6/20,20
4122,DaBaby,4/7/20,20
4123,DaBaby,4/8/20,6
4124,DaBaby,4/9/20,1
4125,DaBaby,4/10/20,4
4126,DaBaby,4/11/20,1
4127,DaBaby,4/12/20,2
4128,DaBaby,4/13/20,3
4129,DaBaby,4/14/20,99
4130,DaBaby,4/15/20,53
4131,DaBaby,4/16/20,19
4132,DaBaby,4/17/20,472
4133,DaBaby,4/18/20,397
4134,DaBaby,4/19/20,224
4135,DaBaby,4/20/20,89
4136,DaBaby,4/21/20,23
4137,DaBaby,4/22/20,40
4138,DaBaby,4/23/20,17
4139,DaBaby,4/24/20,50
4140,DaBaby,4/25/20,51
4141,DaBaby,4/26/20,9
4142,DaBaby,4/27/20,20
4143,DaBaby,4/28/20,12
4144,DaBaby,4/29/20,10
4145,DaBaby,4/30/20,14
4146,DaBaby,5/1/20,2
4147,DaBaby,5/2/20,6
4148,Donald Trump,1/2/20,370
4149,Donald Trump,1/3/20,208
4150,Donald Trump,1/4/20,181
4151,Donald Trump,1/5/20,448
4152,Donald Trump,1/6/20,502
4153,Donald Trump,1/7/20,205
4154,Donald Trump,1/8/20,103
4155,Donald Trump,1/9/20,53
4156,Donald Trump,1/10/20,41
4157,Donald Trump,1/11/20,36
4158,Donald Trump,1/12/20,58
4159,Donald Trump,1/13/20,38
4160,Donald Trump,1/14/20,17
4161,Donald Trump,1/15/20,9
4162,Donald Trump,1/16/20,22
4163,Donald Trump,1/17/20,3
4164,Donald Trump,1/18/20,5
4165,Donald Trump,1/19/20,7
4166,Donald Trump,1/20/20,17
4167,Donald Trump,1/21/20,20
4168,Donald Trump,1/22/20,14
4169,Donald Trump,1/23/20,16
4170,Donald Trump,1/24/20,69
4171,Donald Trump,1/25/20,22
4172,Donald Trump,1/26/20,30
4173,Donald Trump,1/27/20,4
4174,Donald Trump,1/28/20,20
4175,Donald Trump,1/29/20,9
4176,Donald Trump,1/30/20,9
4177,Donald Trump,1/31/20,5
4178,Donald Trump,2/1/20,6
4179,Donald Trump,2/2/20,39
4180,Donald Trump,2/3/20,48
4181,Donald Trump,2/4/20,31
4182,Donald Trump,2/5/20,14
4183,Donald Trump,2/6/20,25
4184,Donald Trump,2/7/20,5
4185,Donald Trump,2/8/20,1
4186,Donald Trump,2/9/20,33
4187,Donald Trump,2/10/20,455
4188,Donald Trump,2/11/20,272
4189,Donald Trump,2/12/20,64
4190,Donald Trump,2/13/20,42
4191,Donald Trump,2/14/20,40
4192,Donald Trump,2/15/20,14
4193,Donald Trump,2/16/20,29
4194,Donald Trump,2/17/20,22
4195,Donald Trump,2/18/20,52
4196,Donald Trump,2/19/20,294
4197,Donald Trump,2/20/20,145
4198,Donald Trump,2/21/20,83
4199,Donald Trump,2/22/20,44
4200,Donald Trump,2/23/20,587
4201,Donald Trump,2/24/20,377
4202,Donald Trump,2/25/20,126
4203,Donald Trump,2/26/20,80
4204,Donald Trump,2/27/20,56
4205,Donald Trump,2/28/20,101
4206,Donald Trump,2/29/20,46
4207,Donald Trump,3/1/20,52
4208,Donald Trump,3/2/20,85
4209,Donald Trump,3/3/20,53
4210,Donald Trump,3/4/20,36
4211,Donald Trump,3/5/20,56
4212,Donald Trump,3/6/20,27
4213,Donald Trump,3/7/20,19
4214,Donald Trump,3/8/20,25
4215,Donald Trump,3/9/20,46
4216,Donald Trump,3/10/20,30
4217,Donald Trump,3/11/20,34
4218,Donald Trump,3/12/20,50
4219,Donald Trump,3/13/20,62
4220,Donald Trump,3/14/20,35
4221,Donald Trump,3/15/20,33
4222,Donald Trump,3/16/20,125
4223,Donald Trump,3/17/20,33
4224,Donald Trump,3/18/20,49
4225,Donald Trump,3/19/20,229
4226,Donald Trump,3/20/20,440
4227,Donald Trump,3/21/20,206
4228,Donald Trump,3/22/20,205
4229,Donald Trump,3/23/20,92
4230,Donald Trump,3/24/20,123
4231,Donald Trump,3/25/20,85
4232,Donald Trump,3/26/20,161
4233,Donald Trump,3/27/20,92
4234,Donald Trump,3/28/20,398
4235,Donald Trump,3/29/20,571
4236,Donald Trump,3/30/20,244
4237,Donald Trump,3/31/20,137
4238,Donald Trump,4/1/20,131
4239,Donald Trump,4/2/20,71
4240,Donald Trump,4/3/20,303
4241,Donald Trump,4/4/20,279
4242,Donald Trump,4/5/20,224
4243,Donald Trump,4/6/20,848
4244,Donald Trump,4/7/20,310
4245,Donald Trump,4/8/20,148
4246,Donald Trump,4/9/20,112
4247,Donald Trump,4/10/20,47
4248,Donald Trump,4/11/20,37
4249,Donald Trump,4/12/20,37
4250,Donald Trump,4/13/20,51
4251,Donald Trump,4/14/20,87
4252,Donald Trump,4/15/20,53
4253,Donald Trump,4/16/20,22
4254,Donald Trump,4/17/20,34
4255,Donald Trump,4/18/20,21
4256,Donald Trump,4/19/20,438
4257,Donald Trump,4/20/20,408
4258,Donald Trump,4/21/20,247
4259,Donald Trump,4/22/20,151
4260,Donald Trump,4/23/20,88
4261,Donald Trump,4/24/20,75
4262,Donald Trump,4/25/20,262
4263,Donald Trump,4/26/20,101
4264,Donald Trump,4/27/20,151
4265,Donald Trump,4/28/20,97
4266,Donald Trump,4/29/20,74
4267,Donald Trump,4/30/20,83
4268,Donald Trump,5/1/20,62
4269,Donald Trump,5/2/20,41
4270,The Voice,1/2/20,0
4271,The Voice,1/3/20,1
4272,The Voice,1/4/20,1
4273,The Voice,1/5/20,4
4274,The Voice,1/6/20,0
4275,The Voice,1/7/20,5
4276,The Voice,1/8/20,2
4277,The Voice,1/9/20,3
4278,The Voice,1/10/20,3
4279,The Voice,1/11/20,6
4280,The Voice,1/12/20,1
4281,The Voice,1/13/20,2
4282,The Voice,1/14/20,0
4283,The Voice,1/15/20,0
4284,The Voice,1/16/20,0
4285,The Voice,1/17/20,0
4286,The Voice,1/18/20,0
4287,The Voice,1/19/20,0
4288,The Voice,1/20/20,0
4289,The Voice,1/21/20,0
4290,The Voice,1/22/20,0
4291,The Voice,1/23/20,0
4292,The Voice,1/24/20,0
4293,The Voice,1/25/20,0
4294,The Voice,1/26/20,0
4295,The Voice,1/27/20,0
4296,The Voice,1/28/20,0
4297,The Voice,1/29/20,0
4298,The Voice,1/30/20,0
4299,The Voice,1/31/20,0
4300,The Voice,2/1/20,0
4301,The Voice,2/2/20,0
4302,The Voice,2/3/20,0
4303,The Voice,2/4/20,0
4304,The Voice,2/5/20,0
4305,The Voice,2/6/20,2
4306,The Voice,2/7/20,0
4307,The Voice,2/8/20,0
4308,The Voice,2/9/20,0
4309,The Voice,2/10/20,0
4310,The Voice,2/11/20,0
4311,The Voice,2/12/20,0
4312,The Voice,2/13/20,0
4313,The Voice,2/14/20,0
4314,The Voice,2/15/20,0
4315,The Voice,2/16/20,0
4316,The Voice,2/17/20,0
4317,The Voice,2/18/20,0
4318,The Voice,2/19/20,0
4319,The Voice,2/20/20,0
4320,The Voice,2/21/20,1
4321,The Voice,2/22/20,0
4322,The Voice,2/23/20,0
4323,The Voice,2/24/20,0
4324,The Voice,2/25/20,1
4325,The Voice,2/26/20,158
4326,The Voice,2/27/20,408
4327,The Voice,2/28/20,188
4328,The Voice,2/29/20,121
4329,The Voice,3/1/20,58
4330,The Voice,3/2/20,1067
4331,The Voice,3/3/20,1536
4332,The Voice,3/4/20,470
4333,The Voice,3/5/20,297
4334,The Voice,3/6/20,63
4335,The Voice,3/7/20,44
4336,The Voice,3/8/20,42
4337,The Voice,3/9/20,98
4338,The Voice,3/10/20,8
4339,The Voice,3/11/20,4
4340,The Voice,3/12/20,3
4341,The Voice,3/13/20,1
4342,The Voice,3/14/20,5
4343,The Voice,3/15/20,0
4344,The Voice,3/16/20,2
4345,The Voice,3/17/20,1
4346,The Voice,3/18/20,5
4347,The Voice,3/19/20,5
4348,The Voice,3/20/20,7
4349,The Voice,3/21/20,3
4350,The Voice,3/22/20,2
4351,The Voice,3/23/20,64
4352,The Voice,3/24/20,86
4353,The Voice,3/25/20,20
4354,The Voice,3/26/20,1
4355,The Voice,3/27/20,0
4356,The Voice,3/28/20,3
4357,The Voice,3/29/20,0
4358,The Voice,3/30/20,3
4359,The Voice,3/31/20,37
4360,The Voice,4/1/20,16
4361,The Voice,4/2/20,10
4362,The Voice,4/3/20,13
4363,The Voice,4/4/20,1
4364,The Voice,4/5/20,3
4365,The Voice,4/6/20,12
4366,The Voice,4/7/20,19
4367,The Voice,4/8/20,2
4368,The Voice,4/9/20,3
4369,The Voice,4/10/20,3
4370,The Voice,4/11/20,5
4371,The Voice,4/12/20,0
4372,The Voice,4/13/20,10
4373,The Voice,4/14/20,85
4374,The Voice,4/15/20,172
4375,The Voice,4/16/20,49
4376,The Voice,4/17/20,9
4377,The Voice,4/18/20,2
4378,The Voice,4/19/20,3
4379,The Voice,4/20/20,27
4380,The Voice,4/21/20,11
4381,The Voice,4/22/20,3
4382,The Voice,4/23/20,6
4383,The Voice,4/24/20,1
4384,The Voice,4/25/20,0
4385,The Voice,4/26/20,5
4386,The Voice,4/27/20,5
4387,The Voice,4/28/20,5
4388,The Voice,4/29/20,12
4389,The Voice,4/30/20,4
4390,The Voice,5/1/20,7
4391,The Voice,5/2/20,19
4392,Carrie Underwood,1/2/20,7
4393,Carrie Underwood,1/3/20,4
4394,Carrie Underwood,1/4/20,0
4395,Carrie Underwood,1/5/20,2
4396,Carrie Underwood,1/6/20,1
4397,Carrie Underwood,1/7/20,0
4398,Carrie Underwood,1/8/20,1
4399,Carrie Underwood,1/9/20,3
4400,Carrie Underwood,1/10/20,0
4401,Carrie Underwood,1/11/20,0
4402,Carrie Underwood,1/12/20,0
4403,Carrie Underwood,1/13/20,0
4404,Carrie Underwood,1/14/20,0
4405,Carrie Underwood,1/15/20,0
4406,Carrie Underwood,1/16/20,0
4407,Carrie Underwood,1/17/20,0
4408,Carrie Underwood,1/18/20,0
4409,Carrie Underwood,1/19/20,0
4410,Carrie Underwood,1/20/20,0
4411,Carrie Underwood,1/21/20,0
4412,Carrie Underwood,1/22/20,0
4413,Carrie Underwood,1/23/20,0
4414,Carrie Underwood,1/24/20,0
4415,Carrie Underwood,1/25/20,0
4416,Carrie Underwood,1/26/20,0
4417,Carrie Underwood,1/27/20,0
4418,Carrie Underwood,1/28/20,1
4419,Carrie Underwood,1/29/20,0
4420,Carrie Underwood,1/30/20,0
4421,Carrie Underwood,1/31/20,25
4422,Carrie Underwood,2/1/20,47
4423,Carrie Underwood,2/2/20,38
4424,Carrie Underwood,2/3/20,12
4425,Carrie Underwood,2/4/20,3
4426,Carrie Underwood,2/5/20,38
4427,Carrie Underwood,2/6/20,35
4428,Carrie Underwood,2/7/20,29
4429,Carrie Underwood,2/8/20,25
4430,Carrie Underwood,2/9/20,8
4431,Carrie Underwood,2/10/20,5
4432,Carrie Underwood,2/11/20,92
4433,Carrie Underwood,2/12/20,74
4434,Carrie Underwood,2/13/20,29
4435,Carrie Underwood,2/14/20,129
4436,Carrie Underwood,2/15/20,196
4437,Carrie Underwood,2/16/20,89
4438,Carrie Underwood,2/17/20,63
4439,Carrie Underwood,2/18/20,30
4440,Carrie Underwood,2/19/20,9
4441,Carrie Underwood,2/20/20,4
4442,Carrie Underwood,2/21/20,50
4443,Carrie Underwood,2/22/20,839
4444,Carrie Underwood,2/23/20,867
4445,Carrie Underwood,2/24/20,349
4446,Carrie Underwood,2/25/20,629
4447,Carrie Underwood,2/26/20,364
4448,Carrie Underwood,2/27/20,228
4449,Carrie Underwood,2/28/20,99
4450,Carrie Underwood,2/29/20,223
4451,Carrie Underwood,3/1/20,200
4452,Carrie Underwood,3/2/20,133
4453,Carrie Underwood,3/3/20,232
4454,Carrie Underwood,3/4/20,14
4455,Carrie Underwood,3/5/20,11
4456,Carrie Underwood,3/6/20,22
4457,Carrie Underwood,3/7/20,267
4458,Carrie Underwood,3/8/20,407
4459,Carrie Underwood,3/9/20,132
4460,Carrie Underwood,3/10/20,105
4461,Carrie Underwood,3/11/20,107
4462,Carrie Underwood,3/12/20,101
4463,Carrie Underwood,3/13/20,176
4464,Carrie Underwood,3/14/20,90
4465,Carrie Underwood,3/15/20,47
4466,Carrie Underwood,3/16/20,25
4467,Carrie Underwood,3/17/20,13
4468,Carrie Underwood,3/18/20,13
4469,Carrie Underwood,3/19/20,37
4470,Carrie Underwood,3/20/20,302
4471,Carrie Underwood,3/21/20,102
4472,Carrie Underwood,3/22/20,66
4473,Carrie Underwood,3/23/20,36
4474,Carrie Underwood,3/24/20,8
4475,Carrie Underwood,3/25/20,2
4476,Carrie Underwood,3/26/20,2
4477,Carrie Underwood,3/27/20,8
4478,Carrie Underwood,3/28/20,7
4479,Carrie Underwood,3/29/20,3
4480,Carrie Underwood,3/30/20,6
4481,Carrie Underwood,3/31/20,3
4482,Carrie Underwood,4/1/20,10
4483,Carrie Underwood,4/2/20,269
4484,Carrie Underwood,4/3/20,1039
4485,Carrie Underwood,4/4/20,628
4486,Carrie Underwood,4/5/20,1033
4487,Carrie Underwood,4/6/20,304
4488,Carrie Underwood,4/7/20,44
4489,Carrie Underwood,4/8/20,13
4490,Carrie Underwood,4/9/20,10
4491,Carrie Underwood,4/10/20,8
4492,Carrie Underwood,4/11/20,13
4493,Carrie Underwood,4/12/20,18
4494,Carrie Underwood,4/13/20,8
4495,Carrie Underwood,4/14/20,3
4496,Carrie Underwood,4/15/20,6
4497,Carrie Underwood,4/16/20,246
4498,Carrie Underwood,4/17/20,79
4499,Carrie Underwood,4/18/20,41
4500,Carrie Underwood,4/19/20,96
4501,Carrie Underwood,4/20/20,71
4502,Carrie Underwood,4/21/20,73
4503,Carrie Underwood,4/22/20,65
4504,Carrie Underwood,4/23/20,1
4505,Carrie Underwood,4/24/20,2
4506,Carrie Underwood,4/25/20,6
4507,Carrie Underwood,4/26/20,4
4508,Carrie Underwood,4/27/20,2
4509,Carrie Underwood,4/28/20,4
4510,Carrie Underwood,4/29/20,4
4511,Carrie Underwood,4/30/20,2
4512,Carrie Underwood,5/1/20,2
4513,Carrie Underwood,5/2/20,2
4514,Wendy Williams,1/2/20,1
4515,Wendy Williams,1/3/20,2
4516,Wendy Williams,1/4/20,0
4517,Wendy Williams,1/5/20,3
4518,Wendy Williams,1/6/20,2
4519,Wendy Williams,1/7/20,3
4520,Wendy Williams,1/8/20,2
4521,Wendy Williams,1/9/20,0
4522,Wendy Williams,1/10/20,1
4523,Wendy Williams,1/11/20,0
4524,Wendy Williams,1/12/20,0
4525,Wendy Williams,1/13/20,0
4526,Wendy Williams,1/14/20,1
4527,Wendy Williams,1/15/20,1
4528,Wendy Williams,1/16/20,14
4529,Wendy Williams,1/17/20,2021
4530,Wendy Williams,1/18/20,3968
4531,Wendy Williams,1/19/20,1108
4532,Wendy Williams,1/20/20,194
4533,Wendy Williams,1/21/20,222
4534,Wendy Williams,1/22/20,277
4535,Wendy Williams,1/23/20,42
4536,Wendy Williams,1/24/20,8
4537,Wendy Williams,1/25/20,4
4538,Wendy Williams,1/26/20,1
4539,Wendy Williams,1/27/20,0
4540,Wendy Williams,1/28/20,6
4541,Wendy Williams,1/29/20,0
4542,Wendy Williams,1/30/20,0
4543,Wendy Williams,1/31/20,2
4544,Wendy Williams,2/1/20,0
4545,Wendy Williams,2/2/20,0
4546,Wendy Williams,2/3/20,0
4547,Wendy Williams,2/4/20,0
4548,Wendy Williams,2/5/20,2
4549,Wendy Williams,2/6/20,0
4550,Wendy Williams,2/7/20,0
4551,Wendy Williams,2/8/20,1
4552,Wendy Williams,2/9/20,1
4553,Wendy Williams,2/10/20,2
4554,Wendy Williams,2/11/20,2
4555,Wendy Williams,2/12/20,75
4556,Wendy Williams,2/13/20,67
4557,Wendy Williams,2/14/20,3
4558,Wendy Williams,2/15/20,7
4559,Wendy Williams,2/16/20,23
4560,Wendy Williams,2/17/20,28
4561,Wendy Williams,2/18/20,7
4562,Wendy Williams,2/19/20,2
4563,Wendy Williams,2/20/20,0
4564,Wendy Williams,2/21/20,0
4565,Wendy Williams,2/22/20,0
4566,Wendy Williams,2/23/20,0
4567,Wendy Williams,2/24/20,0
4568,Wendy Williams,2/25/20,0
4569,Wendy Williams,2/26/20,0
4570,Wendy Williams,2/27/20,0
4571,Wendy Williams,2/28/20,0
4572,Wendy Williams,2/29/20,0
4573,Wendy Williams,3/1/20,0
4574,Wendy Williams,3/2/20,0
4575,Wendy Williams,3/3/20,0
4576,Wendy Williams,3/4/20,0
4577,Wendy Williams,3/5/20,0
4578,Wendy Williams,3/6/20,0
4579,Wendy Williams,3/7/20,0
4580,Wendy Williams,3/8/20,0
4581,Wendy Williams,3/9/20,0
4582,Wendy Williams,3/10/20,0
4583,Wendy Williams,3/11/20,0
4584,Wendy Williams,3/12/20,0
4585,Wendy Williams,3/13/20,0
4586,Wendy Williams,3/14/20,0
4587,Wendy Williams,3/15/20,0
4588,Wendy Williams,3/16/20,0
4589,Wendy Williams,3/17/20,0
4590,Wendy Williams,3/18/20,0
4591,Wendy Williams,3/19/20,0
4592,Wendy Williams,3/20/20,0
4593,Wendy Williams,3/21/20,0
4594,Wendy Williams,3/22/20,0
4595,Wendy Williams,3/23/20,0
4596,Wendy Williams,3/24/20,0
4597,Wendy Williams,3/25/20,0
4598,Wendy Williams,3/26/20,0
4599,Wendy Williams,3/27/20,0
4600,Wendy Williams,3/28/20,0
4601,Wendy Williams,3/29/20,0
4602,Wendy Williams,3/30/20,0
4603,Wendy Williams,3/31/20,0
4604,Wendy Williams,4/1/20,0
4605,Wendy Williams,4/2/20,0
4606,Wendy Williams,4/3/20,0
4607,Wendy Williams,4/4/20,0
4608,Wendy Williams,4/5/20,0
4609,Wendy Williams,4/6/20,0
4610,Wendy Williams,4/7/20,0
4611,Wendy Williams,4/8/20,0
4612,Wendy Williams,4/9/20,0
4613,Wendy Williams,4/10/20,0
4614,Wendy Williams,4/11/20,0
4615,Wendy Williams,4/12/20,0
4616,Wendy Williams,4/13/20,0
4617,Wendy Williams,4/14/20,0
4618,Wendy Williams,4/15/20,0
4619,Wendy Williams,4/16/20,0
4620,Wendy Williams,4/17/20,0
4621,Wendy Williams,4/18/20,0
4622,Wendy Williams,4/19/20,0
4623,Wendy Williams,4/20/20,0
4624,Wendy Williams,4/21/20,0
4625,Wendy Williams,4/22/20,0
4626,Wendy Williams,4/23/20,0
4627,Wendy Williams,4/24/20,0
4628,Wendy Williams,4/25/20,0
4629,Wendy Williams,4/26/20,0
4630,Wendy Williams,4/27/20,0
4631,Wendy Williams,4/28/20,0
4632,Wendy Williams,4/29/20,0
4633,Wendy Williams,4/30/20,0
4634,Wendy Williams,5/1/20,0
4635,Wendy Williams,5/2/20,0
4636,Bill Cosby,1/2/20,5
4637,Bill Cosby,1/3/20,2
4638,Bill Cosby,1/4/20,0
4639,Bill Cosby,1/5/20,0
4640,Bill Cosby,1/6/20,0
4641,Bill Cosby,1/7/20,0
4642,Bill Cosby,1/8/20,0
4643,Bill Cosby,1/9/20,0
4644,Bill Cosby,1/10/20,0
4645,Bill Cosby,1/11/20,0
4646,Bill Cosby,1/12/20,1
4647,Bill Cosby,1/13/20,3
4648,Bill Cosby,1/14/20,0
4649,Bill Cosby,1/15/20,1
4650,Bill Cosby,1/16/20,2
4651,Bill Cosby,1/17/20,1
4652,Bill Cosby,1/18/20,0
4653,Bill Cosby,1/19/20,2
4654,Bill Cosby,1/20/20,3
4655,Bill Cosby,1/21/20,0
4656,Bill Cosby,1/22/20,3
4657,Bill Cosby,1/23/20,0
4658,Bill Cosby,1/24/20,0
4659,Bill Cosby,1/25/20,0
4660,Bill Cosby,1/26/20,0
4661,Bill Cosby,1/27/20,3
4662,Bill Cosby,1/28/20,2
4663,Bill Cosby,1/29/20,4
4664,Bill Cosby,1/30/20,1
4665,Bill Cosby,1/31/20,1
4666,Bill Cosby,2/1/20,0
4667,Bill Cosby,2/2/20,0
4668,Bill Cosby,2/3/20,0
4669,Bill Cosby,2/4/20,0
4670,Bill Cosby,2/5/20,0
4671,Bill Cosby,2/6/20,4104
4672,Bill Cosby,2/7/20,861
4673,Bill Cosby,2/8/20,35
4674,Bill Cosby,2/9/20,15
4675,Bill Cosby,2/10/20,4
4676,Bill Cosby,2/11/20,0
4677,Bill Cosby,2/12/20,0
4678,Bill Cosby,2/13/20,3
4679,Bill Cosby,2/14/20,0
4680,Bill Cosby,2/15/20,0
4681,Bill Cosby,2/16/20,0
4682,Bill Cosby,2/17/20,0
4683,Bill Cosby,2/18/20,0
4684,Bill Cosby,2/19/20,0
4685,Bill Cosby,2/20/20,0
4686,Bill Cosby,2/21/20,0
4687,Bill Cosby,2/22/20,0
4688,Bill Cosby,2/23/20,0
4689,Bill Cosby,2/24/20,0
4690,Bill Cosby,2/25/20,0
4691,Bill Cosby,2/26/20,0
4692,Bill Cosby,2/27/20,0
4693,Bill Cosby,2/28/20,0
4694,Bill Cosby,2/29/20,0
4695,Bill Cosby,3/1/20,0
4696,Bill Cosby,3/2/20,0
4697,Bill Cosby,3/3/20,0
4698,Bill Cosby,3/4/20,0
4699,Bill Cosby,3/5/20,1
4700,Bill Cosby,3/6/20,1
4701,Bill Cosby,3/7/20,0
4702,Bill Cosby,3/8/20,0
4703,Bill Cosby,3/9/20,1
4704,Bill Cosby,3/10/20,0
4705,Bill Cosby,3/11/20,2
4706,Bill Cosby,3/12/20,1
4707,Bill Cosby,3/13/20,1
4708,Bill Cosby,3/14/20,1
4709,Bill Cosby,3/15/20,0
4710,Bill Cosby,3/16/20,0
4711,Bill Cosby,3/17/20,0
4712,Bill Cosby,3/18/20,0
4713,Bill Cosby,3/19/20,0
4714,Bill Cosby,3/20/20,0
4715,Bill Cosby,3/21/20,0
4716,Bill Cosby,3/22/20,0
4717,Bill Cosby,3/23/20,0
4718,Bill Cosby,3/24/20,0
4719,Bill Cosby,3/25/20,0
4720,Bill Cosby,3/26/20,0
4721,Bill Cosby,3/27/20,0
4722,Bill Cosby,3/28/20,0
4723,Bill Cosby,3/29/20,0
4724,Bill Cosby,3/30/20,0
4725,Bill Cosby,3/31/20,0
4726,Bill Cosby,4/1/20,0
4727,Bill Cosby,4/2/20,0
4728,Bill Cosby,4/3/20,0
4729,Bill Cosby,4/4/20,0
4730,Bill Cosby,4/5/20,0
4731,Bill Cosby,4/6/20,0
4732,Bill Cosby,4/7/20,0
4733,Bill Cosby,4/8/20,0
4734,Bill Cosby,4/9/20,0
4735,Bill Cosby,4/10/20,0
4736,Bill Cosby,4/11/20,0
4737,Bill Cosby,4/12/20,0
4738,Bill Cosby,4/13/20,0
4739,Bill Cosby,4/14/20,0
4740,Bill Cosby,4/15/20,0
4741,Bill Cosby,4/16/20,0
4742,Bill Cosby,4/17/20,0
4743,Bill Cosby,4/18/20,0
4744,Bill Cosby,4/19/20,0
4745,Bill Cosby,4/20/20,0
4746,Bill Cosby,4/21/20,0
4747,Bill Cosby,4/22/20,0
4748,Bill Cosby,4/23/20,0
4749,Bill Cosby,4/24/20,0
4750,Bill Cosby,4/25/20,0
4751,Bill Cosby,4/26/20,0
4752,Bill Cosby,4/27/20,0
4753,Bill Cosby,4/28/20,0
4754,Bill Cosby,4/29/20,0
4755,Bill Cosby,4/30/20,0
4756,Bill Cosby,5/1/20,0
4757,Bill Cosby,5/2/20,0
4758,Rammstein,1/2/20,0
4759,Rammstein,1/3/20,0
4760,Rammstein,1/4/20,0
4761,Rammstein,1/5/20,0
4762,Rammstein,1/6/20,0
4763,Rammstein,1/7/20,0
4764,Rammstein,1/8/20,0
4765,Rammstein,1/9/20,1
4766,Rammstein,1/10/20,0
4767,Rammstein,1/11/20,0
4768,Rammstein,1/12/20,0
4769,Rammstein,1/13/20,1
4770,Rammstein,1/14/20,0
4771,Rammstein,1/15/20,0
4772,Rammstein,1/16/20,0
4773,Rammstein,1/17/20,0
4774,Rammstein,1/18/20,0
4775,Rammstein,1/19/20,0
4776,Rammstein,1/20/20,0
4777,Rammstein,1/21/20,0
4778,Rammstein,1/22/20,0
4779,Rammstein,1/23/20,74
4780,Rammstein,1/24/20,30
4781,Rammstein,1/25/20,1
4782,Rammstein,1/26/20,0
4783,Rammstein,1/27/20,11
4784,Rammstein,1/28/20,23
4785,Rammstein,1/29/20,2
