,entity,dates,hits
5558,Boosie Badazz,3/10/20,0
5559,Boosie Badazz,3/11/20,2
5560,Boosie Badazz,3/12/20,0
5561,Boosie Badazz,3/13/20,1
5562,Boosie Badazz,3/14/20,0
5563,Boosie Badazz,3/15/20,1
5564,Boosie Badazz,3/16/20,2
5565,Boosie Badazz,3/17/20,1
5566,Boosie Badazz,3/18/20,3
5567,Boosie Badazz,3/19/20,1
5568,Boosie Badazz,3/20/20,1
5569,Boosie Badazz,3/21/20,1
5570,Boosie Badazz,3/22/20,0
5571,Boosie Badazz,3/23/20,1
5572,Boosie Badazz,3/24/20,2
5573,Boosie Badazz,3/25/20,0
5574,Boosie Badazz,3/26/20,6
5575,Boosie Badazz,3/27/20,19
5576,Boosie Badazz,3/28/20,411
5577,Boosie Badazz,3/29/20,349
5578,Boosie Badazz,3/30/20,267
5579,Boosie Badazz,3/31/20,93
5580,Boosie Badazz,4/1/20,10
5581,Boosie Badazz,4/2/20,6
5582,Boosie Badazz,4/3/20,6
5583,Boosie Badazz,4/4/20,21
5584,Boosie Badazz,4/5/20,6
5585,Boosie Badazz,4/6/20,7
5586,Boosie Badazz,4/7/20,1
5587,Boosie Badazz,4/8/20,3
5588,Boosie Badazz,4/9/20,2
5589,Boosie Badazz,4/10/20,56
5590,Boosie Badazz,4/11/20,567
5591,Boosie Badazz,4/12/20,256
5592,Boosie Badazz,4/13/20,4123
5593,Boosie Badazz,4/14/20,565
5594,Boosie Badazz,4/15/20,163
5595,Boosie Badazz,4/16/20,81
5596,Boosie Badazz,4/17/20,14
5597,Boosie Badazz,4/18/20,11
5598,Boosie Badazz,4/19/20,8
5599,Boosie Badazz,4/20/20,3
5600,Boosie Badazz,4/21/20,4
5601,Boosie Badazz,4/22/20,4
5602,Boosie Badazz,4/23/20,30
5603,Boosie Badazz,4/24/20,44
5604,Boosie Badazz,4/25/20,10
5605,Boosie Badazz,4/26/20,7
5606,Boosie Badazz,4/27/20,10
5607,Boosie Badazz,4/28/20,45
5608,Boosie Badazz,4/29/20,96
5609,Boosie Badazz,4/30/20,4898
5610,Boosie Badazz,5/1/20,9633
5611,Boosie Badazz,5/2/20,4845
5612,Netflix,1/2/20,14
5613,Netflix,1/3/20,13
5614,Netflix,1/4/20,11
5615,Netflix,1/5/20,10
5616,Netflix,1/6/20,16
5617,Netflix,1/7/20,7
5618,Netflix,1/8/20,31
5619,Netflix,1/9/20,18
5620,Netflix,1/10/20,19
5621,Netflix,1/11/20,13
5622,Netflix,1/12/20,17
5623,Netflix,1/13/20,15
5624,Netflix,1/14/20,11
5625,Netflix,1/15/20,236
5626,Netflix,1/16/20,709
5627,Netflix,1/17/20,236
5628,Netflix,1/18/20,79
5629,Netflix,1/19/20,453
5630,Netflix,1/20/20,1463
5631,Netflix,1/21/20,776
5632,Netflix,1/22/20,317
5633,Netflix,1/23/20,74
5634,Netflix,1/24/20,29
5635,Netflix,1/25/20,6
5636,Netflix,1/26/20,11
5637,Netflix,1/27/20,0
5638,Netflix,1/28/20,39
5639,Netflix,1/29/20,19
5640,Netflix,1/30/20,11
5641,Netflix,1/31/20,27
5642,Netflix,2/1/20,12
5643,Netflix,2/2/20,7
5644,Netflix,2/3/20,10
5645,Netflix,2/4/20,12
5646,Netflix,2/5/20,7
5647,Netflix,2/6/20,29
5648,Netflix,2/7/20,23
5649,Netflix,2/8/20,28
5650,Netflix,2/9/20,34
5651,Netflix,2/10/20,20
5652,Netflix,2/11/20,31
5653,Netflix,2/12/20,11
5654,Netflix,2/13/20,13
5655,Netflix,2/14/20,15
5656,Netflix,2/15/20,23
5657,Netflix,2/16/20,15
5658,Netflix,2/17/20,15
5659,Netflix,2/18/20,17
5660,Netflix,2/19/20,9
5661,Netflix,2/20/20,11
5662,Netflix,2/21/20,45
5663,Netflix,2/22/20,71
5664,Netflix,2/23/20,65
5665,Netflix,2/24/20,37
5666,Netflix,2/25/20,34
5667,Netflix,2/26/20,27
5668,Netflix,2/27/20,29
5669,Netflix,2/28/20,42
5670,Netflix,2/29/20,25
5671,Netflix,3/1/20,26
5672,Netflix,3/2/20,79
5673,Netflix,3/3/20,16
5674,Netflix,3/4/20,23
5675,Netflix,3/5/20,76
5676,Netflix,3/6/20,35
5677,Netflix,3/7/20,14
5678,Netflix,3/8/20,27
5679,Netflix,3/9/20,28
5680,Netflix,3/10/20,22
5681,Netflix,3/11/20,31
5682,Netflix,3/12/20,11
5683,Netflix,3/13/20,11
5684,Netflix,3/14/20,9
5685,Netflix,3/15/20,13
5686,Netflix,3/16/20,17
5687,Netflix,3/17/20,138
5688,Netflix,3/18/20,48
5689,Netflix,3/19/20,39
5690,Netflix,3/20/20,28
5691,Netflix,3/21/20,25
5692,Netflix,3/22/20,39
5693,Netflix,3/23/20,53
5694,Netflix,3/24/20,141
5695,Netflix,3/25/20,85
5696,Netflix,3/26/20,104
5697,Netflix,3/27/20,90
5698,Netflix,3/28/20,92
5699,Netflix,3/29/20,61
5700,Netflix,3/30/20,69
5701,Netflix,3/31/20,87
5702,Netflix,4/1/20,119
5703,Netflix,4/2/20,145
5704,Netflix,4/3/20,128
5705,Netflix,4/4/20,61
5706,Netflix,4/5/20,47
5707,Netflix,4/6/20,63
5708,Netflix,4/7/20,59
5709,Netflix,4/8/20,67
5710,Netflix,4/9/20,71
5711,Netflix,4/10/20,63
5712,Netflix,4/11/20,45
5713,Netflix,4/12/20,54
5714,Netflix,4/13/20,56
5715,Netflix,4/14/20,63
5716,Netflix,4/15/20,31
5717,Netflix,4/16/20,48
5718,Netflix,4/17/20,52
5719,Netflix,4/18/20,53
5720,Netflix,4/19/20,55
5721,Netflix,4/20/20,70
5722,Netflix,4/21/20,41
5723,Netflix,4/22/20,66
5724,Netflix,4/23/20,88
5725,Netflix,4/24/20,58
5726,Netflix,4/25/20,59
5727,Netflix,4/26/20,57
5728,Netflix,4/27/20,50
5729,Netflix,4/28/20,48
5730,Netflix,4/29/20,46
5731,Netflix,4/30/20,52
5732,Netflix,5/1/20,42
5733,Netflix,5/2/20,45
5734,NBA YoungBoy,1/2/20,20
5735,NBA YoungBoy,1/3/20,20
5736,NBA YoungBoy,1/4/20,9
5737,NBA YoungBoy,1/5/20,8
5738,NBA YoungBoy,1/6/20,13
5739,NBA YoungBoy,1/7/20,24
5740,NBA YoungBoy,1/8/20,17
5741,NBA YoungBoy,1/9/20,24
5742,NBA YoungBoy,1/10/20,14
5743,NBA YoungBoy,1/11/20,20
5744,NBA YoungBoy,1/12/20,17
5745,NBA YoungBoy,1/13/20,12
5746,NBA YoungBoy,1/14/20,10
5747,NBA YoungBoy,1/15/20,17
5748,NBA YoungBoy,1/16/20,12
5749,NBA YoungBoy,1/17/20,26
5750,NBA YoungBoy,1/18/20,8
5751,NBA YoungBoy,1/19/20,33
5752,NBA YoungBoy,1/20/20,10
5753,NBA YoungBoy,1/21/20,16
5754,NBA YoungBoy,1/22/20,10
5755,NBA YoungBoy,1/23/20,25
5756,NBA YoungBoy,1/24/20,10
5757,NBA YoungBoy,1/25/20,13
5758,NBA YoungBoy,1/26/20,6
5759,NBA YoungBoy,1/27/20,3
5760,NBA YoungBoy,1/28/20,12
5761,NBA YoungBoy,1/29/20,15
5762,NBA YoungBoy,1/30/20,8
5763,NBA YoungBoy,1/31/20,13
5764,NBA YoungBoy,2/1/20,7
5765,NBA YoungBoy,2/2/20,11
5766,NBA YoungBoy,2/3/20,21
5767,NBA YoungBoy,2/4/20,18
5768,NBA YoungBoy,2/5/20,11
5769,NBA YoungBoy,2/6/20,19
5770,NBA YoungBoy,2/7/20,27
5771,NBA YoungBoy,2/8/20,17
5772,NBA YoungBoy,2/9/20,17
5773,NBA YoungBoy,2/10/20,17
5774,NBA YoungBoy,2/11/20,23
5775,NBA YoungBoy,2/12/20,17
5776,NBA YoungBoy,2/13/20,9
5777,NBA YoungBoy,2/14/20,12
5778,NBA YoungBoy,2/15/20,13
5779,NBA YoungBoy,2/16/20,14
5780,NBA YoungBoy,2/17/20,50
5781,NBA YoungBoy,2/18/20,26
5782,NBA YoungBoy,2/19/20,6
5783,NBA YoungBoy,2/20/20,0
5784,NBA YoungBoy,2/21/20,0
5785,NBA YoungBoy,2/22/20,0
5786,NBA YoungBoy,2/23/20,0
5787,NBA YoungBoy,2/24/20,0
5788,NBA YoungBoy,2/25/20,0
5789,NBA YoungBoy,2/26/20,0
5790,NBA YoungBoy,2/27/20,0
5791,NBA YoungBoy,2/28/20,0
5792,NBA YoungBoy,2/29/20,0
5793,NBA YoungBoy,3/1/20,0
5794,NBA YoungBoy,3/2/20,0
5795,NBA YoungBoy,3/3/20,0
5796,NBA YoungBoy,3/4/20,0
5797,NBA YoungBoy,3/5/20,0
5798,NBA YoungBoy,3/6/20,0
5799,NBA YoungBoy,3/7/20,0
5800,NBA YoungBoy,3/8/20,0
5801,NBA YoungBoy,3/9/20,0
5802,NBA YoungBoy,3/10/20,0
5803,NBA YoungBoy,3/11/20,0
5804,NBA YoungBoy,3/12/20,0
5805,NBA YoungBoy,3/13/20,0
5806,NBA YoungBoy,3/14/20,0
5807,NBA YoungBoy,3/15/20,0
5808,NBA YoungBoy,3/16/20,0
5809,NBA YoungBoy,3/17/20,0
5810,NBA YoungBoy,3/18/20,0
5811,NBA YoungBoy,3/19/20,0
5812,NBA YoungBoy,3/20/20,0
5813,NBA YoungBoy,3/21/20,0
5814,NBA YoungBoy,3/22/20,0
5815,NBA YoungBoy,3/23/20,0
5816,NBA YoungBoy,3/24/20,0
5817,NBA YoungBoy,3/25/20,0
5818,NBA YoungBoy,3/26/20,0
5819,NBA YoungBoy,3/27/20,0
5820,NBA YoungBoy,3/28/20,0
5821,NBA YoungBoy,3/29/20,0
5822,NBA YoungBoy,3/30/20,0
5823,NBA YoungBoy,3/31/20,0
5824,NBA YoungBoy,4/1/20,0
5825,NBA YoungBoy,4/2/20,0
5826,NBA YoungBoy,4/3/20,0
5827,NBA YoungBoy,4/4/20,0
5828,NBA YoungBoy,4/5/20,0
5829,NBA YoungBoy,4/6/20,0
5830,NBA YoungBoy,4/7/20,0
5831,NBA YoungBoy,4/8/20,0
5832,NBA YoungBoy,4/9/20,0
5833,NBA YoungBoy,4/10/20,0
5834,NBA YoungBoy,4/11/20,0
5835,NBA YoungBoy,4/12/20,0
5836,NBA YoungBoy,4/13/20,0
5837,NBA YoungBoy,4/14/20,0
5838,NBA YoungBoy,4/15/20,0
5839,NBA YoungBoy,4/16/20,0
5840,NBA YoungBoy,4/17/20,0
5841,NBA YoungBoy,4/18/20,0
5842,NBA YoungBoy,4/19/20,0
5843,NBA YoungBoy,4/20/20,0
5844,NBA YoungBoy,4/21/20,0
5845,NBA YoungBoy,4/22/20,0
5846,NBA YoungBoy,4/23/20,0
5847,NBA YoungBoy,4/24/20,0
5848,NBA YoungBoy,4/25/20,0
5849,NBA YoungBoy,4/26/20,0
5850,NBA YoungBoy,4/27/20,0
5851,NBA YoungBoy,4/28/20,0
5852,NBA YoungBoy,4/29/20,0
5853,NBA YoungBoy,4/30/20,0
5854,NBA YoungBoy,5/1/20,0
5855,NBA YoungBoy,5/2/20,0
5856,My Chemical Romance,1/2/20,70
5857,My Chemical Romance,1/3/20,32
5858,My Chemical Romance,1/4/20,19
5859,My Chemical Romance,1/5/20,5
5860,My Chemical Romance,1/6/20,135
5861,My Chemical Romance,1/7/20,37
5862,My Chemical Romance,1/8/20,25
5863,My Chemical Romance,1/9/20,14
5864,My Chemical Romance,1/10/20,21
5865,My Chemical Romance,1/11/20,63
5866,My Chemical Romance,1/12/20,17
5867,My Chemical Romance,1/13/20,43
5868,My Chemical Romance,1/14/20,58
5869,My Chemical Romance,1/15/20,27
5870,My Chemical Romance,1/16/20,221
5871,My Chemical Romance,1/17/20,87
5872,My Chemical Romance,1/18/20,42
5873,My Chemical Romance,1/19/20,97
5874,My Chemical Romance,1/20/20,107
5875,My Chemical Romance,1/21/20,45
5876,My Chemical Romance,1/22/20,52
5877,My Chemical Romance,1/23/20,51
5878,My Chemical Romance,1/24/20,29
5879,My Chemical Romance,1/25/20,15
5880,My Chemical Romance,1/26/20,18
5881,My Chemical Romance,1/27/20,33
5882,My Chemical Romance,1/28/20,271
5883,My Chemical Romance,1/29/20,517
5884,My Chemical Romance,1/30/20,194
5885,My Chemical Romance,1/31/20,452
5886,My Chemical Romance,2/1/20,225
5887,My Chemical Romance,2/2/20,97
5888,My Chemical Romance,2/3/20,135
5889,My Chemical Romance,2/4/20,130
5890,My Chemical Romance,2/5/20,88
5891,My Chemical Romance,2/6/20,28
5892,My Chemical Romance,2/7/20,16
5893,My Chemical Romance,2/8/20,9
5894,My Chemical Romance,2/9/20,11
5895,My Chemical Romance,2/10/20,5
5896,My Chemical Romance,2/11/20,20
5897,My Chemical Romance,2/12/20,36
5898,My Chemical Romance,2/13/20,28
5899,My Chemical Romance,2/14/20,13
5900,My Chemical Romance,2/15/20,4
5901,My Chemical Romance,2/16/20,4
5902,My Chemical Romance,2/17/20,6
5903,My Chemical Romance,2/18/20,2
5904,My Chemical Romance,2/19/20,3
5905,My Chemical Romance,2/20/20,5
5906,My Chemical Romance,2/21/20,173
5907,My Chemical Romance,2/22/20,109
5908,My Chemical Romance,2/23/20,36
5909,My Chemical Romance,2/24/20,127
5910,My Chemical Romance,2/25/20,47
5911,My Chemical Romance,2/26/20,13
5912,My Chemical Romance,2/27/20,9
5913,My Chemical Romance,2/28/20,6
5914,My Chemical Romance,2/29/20,0
5915,My Chemical Romance,3/1/20,9
5916,My Chemical Romance,3/2/20,15
5917,My Chemical Romance,3/3/20,28
5918,My Chemical Romance,3/4/20,44
5919,My Chemical Romance,3/5/20,285
5920,My Chemical Romance,3/6/20,193
5921,My Chemical Romance,3/7/20,48
5922,My Chemical Romance,3/8/20,35
5923,My Chemical Romance,3/9/20,19
5924,My Chemical Romance,3/10/20,80
5925,My Chemical Romance,3/11/20,109
5926,My Chemical Romance,3/12/20,49
5927,My Chemical Romance,3/13/20,11
5928,My Chemical Romance,3/14/20,20
5929,My Chemical Romance,3/15/20,9
5930,My Chemical Romance,3/16/20,11
5931,My Chemical Romance,3/17/20,9
5932,My Chemical Romance,3/18/20,12
5933,My Chemical Romance,3/19/20,6
5934,My Chemical Romance,3/20/20,16
5935,My Chemical Romance,3/21/20,6
5936,My Chemical Romance,3/22/20,50
5937,My Chemical Romance,3/23/20,13
5938,My Chemical Romance,3/24/20,208
5939,My Chemical Romance,3/25/20,118
5940,My Chemical Romance,3/26/20,20
5941,My Chemical Romance,3/27/20,9
5942,My Chemical Romance,3/28/20,2
5943,My Chemical Romance,3/29/20,6
5944,My Chemical Romance,3/30/20,1
5945,My Chemical Romance,3/31/20,3
5946,My Chemical Romance,4/1/20,7
5947,My Chemical Romance,4/2/20,2
5948,My Chemical Romance,4/3/20,104
5949,My Chemical Romance,4/4/20,78
5950,My Chemical Romance,4/5/20,41
5951,My Chemical Romance,4/6/20,22
5952,My Chemical Romance,4/7/20,40
5953,My Chemical Romance,4/8/20,9
5954,My Chemical Romance,4/9/20,6
5955,My Chemical Romance,4/10/20,25
5956,My Chemical Romance,4/11/20,113
5957,My Chemical Romance,4/12/20,44
5958,My Chemical Romance,4/13/20,6
5959,My Chemical Romance,4/14/20,1
5960,My Chemical Romance,4/15/20,15
5961,My Chemical Romance,4/16/20,260
5962,My Chemical Romance,4/17/20,68
5963,My Chemical Romance,4/18/20,72
5964,My Chemical Romance,4/19/20,81
5965,My Chemical Romance,4/20/20,16
5966,My Chemical Romance,4/21/20,109
5967,My Chemical Romance,4/22/20,56
5968,My Chemical Romance,4/23/20,19
5969,My Chemical Romance,4/24/20,6
5970,My Chemical Romance,4/25/20,11
5971,My Chemical Romance,4/26/20,10
5972,My Chemical Romance,4/27/20,38
5973,My Chemical Romance,4/28/20,16
5974,My Chemical Romance,4/29/20,4
5975,My Chemical Romance,4/30/20,4
5976,My Chemical Romance,5/1/20,16
5977,My Chemical Romance,5/2/20,25
5978,Bob Dylan,1/2/20,0
5979,Bob Dylan,1/3/20,0
5980,Bob Dylan,1/4/20,0
5981,Bob Dylan,1/5/20,1
5982,Bob Dylan,1/6/20,5
5983,Bob Dylan,1/7/20,6
5984,Bob Dylan,1/8/20,0
5985,Bob Dylan,1/9/20,0
5986,Bob Dylan,1/10/20,0
5987,Bob Dylan,1/11/20,0
5988,Bob Dylan,1/12/20,0
5989,Bob Dylan,1/13/20,0
5990,Bob Dylan,1/14/20,1
5991,Bob Dylan,1/15/20,0
5992,Bob Dylan,1/16/20,0
5993,Bob Dylan,1/17/20,0
5994,Bob Dylan,1/18/20,0
5995,Bob Dylan,1/19/20,0
5996,Bob Dylan,1/20/20,0
5997,Bob Dylan,1/21/20,0
5998,Bob Dylan,1/22/20,2
5999,Bob Dylan,1/23/20,1
6000,Bob Dylan,1/24/20,3
6001,Bob Dylan,1/25/20,1
6002,Bob Dylan,1/26/20,0
6003,Bob Dylan,1/27/20,0
6004,Bob Dylan,1/28/20,0
6005,Bob Dylan,1/29/20,0
6006,Bob Dylan,1/30/20,1
6007,Bob Dylan,1/31/20,2
6008,Bob Dylan,2/1/20,2335
6009,Bob Dylan,2/2/20,944
6010,Bob Dylan,2/3/20,420
6011,Bob Dylan,2/4/20,567
6012,Bob Dylan,2/5/20,215
6013,Bob Dylan,2/6/20,166
6014,Bob Dylan,2/7/20,145
6015,Bob Dylan,2/8/20,96
6016,Bob Dylan,2/9/20,78
6017,Bob Dylan,2/10/20,80
6018,Bob Dylan,2/11/20,103
6019,Bob Dylan,2/12/20,141
6020,Bob Dylan,2/13/20,184
6021,Bob Dylan,2/14/20,228
6022,Bob Dylan,2/15/20,264
6023,Bob Dylan,2/16/20,243
6024,Bob Dylan,2/17/20,232
6025,Bob Dylan,2/18/20,174
6026,Bob Dylan,2/19/20,97
6027,Bob Dylan,2/20/20,55
6028,Bob Dylan,2/21/20,33
6029,Bob Dylan,2/22/20,8
6030,Bob Dylan,2/23/20,99
6031,Bob Dylan,2/24/20,43
6032,Bob Dylan,2/25/20,5
6033,Bob Dylan,2/26/20,9
6034,Bob Dylan,2/27/20,9
6035,Bob Dylan,2/28/20,11
6036,Bob Dylan,2/29/20,2
6037,Bob Dylan,3/1/20,4
6038,Bob Dylan,3/2/20,2
6039,Bob Dylan,3/3/20,7
6040,Bob Dylan,3/4/20,6
6041,Bob Dylan,3/5/20,4
6042,Bob Dylan,3/6/20,7
6043,Bob Dylan,3/7/20,2
6044,Bob Dylan,3/8/20,21
6045,Bob Dylan,3/9/20,54
6046,Bob Dylan,3/10/20,14
6047,Bob Dylan,3/11/20,19
6048,Bob Dylan,3/12/20,15
6049,Bob Dylan,3/13/20,4
6050,Bob Dylan,3/14/20,6
6051,Bob Dylan,3/15/20,2
6052,Bob Dylan,3/16/20,12
6053,Bob Dylan,3/17/20,52
6054,Bob Dylan,3/18/20,2
6055,Bob Dylan,3/19/20,10
6056,Bob Dylan,3/20/20,45
6057,Bob Dylan,3/21/20,32
6058,Bob Dylan,3/22/20,12
6059,Bob Dylan,3/23/20,1
6060,Bob Dylan,3/24/20,2
6061,Bob Dylan,3/25/20,0
6062,Bob Dylan,3/26/20,141
6063,Bob Dylan,3/27/20,316
6064,Bob Dylan,3/28/20,163
6065,Bob Dylan,3/29/20,99
6066,Bob Dylan,3/30/20,20
6067,Bob Dylan,3/31/20,22
6068,Bob Dylan,4/1/20,15
6069,Bob Dylan,4/2/20,8
6070,Bob Dylan,4/3/20,23
6071,Bob Dylan,4/4/20,12
6072,Bob Dylan,4/5/20,23
6073,Bob Dylan,4/6/20,12
6074,Bob Dylan,4/7/20,15
6075,Bob Dylan,4/8/20,17
6076,Bob Dylan,4/9/20,7
6077,Bob Dylan,4/10/20,9
6078,Bob Dylan,4/11/20,9
6079,Bob Dylan,4/12/20,17
6080,Bob Dylan,4/13/20,20
6081,Bob Dylan,4/14/20,4
6082,Bob Dylan,4/15/20,9
6083,Bob Dylan,4/16/20,12
6084,Bob Dylan,4/17/20,134
6085,Bob Dylan,4/18/20,40
6086,Bob Dylan,4/19/20,44
6087,Bob Dylan,4/20/20,17
6088,Bob Dylan,4/21/20,7
6089,Bob Dylan,4/22/20,8
6090,Bob Dylan,4/23/20,4
6091,Bob Dylan,4/24/20,5
6092,Bob Dylan,4/25/20,7
6093,Bob Dylan,4/26/20,1
6094,Bob Dylan,4/27/20,1
6095,Bob Dylan,4/28/20,19
6096,Bob Dylan,4/29/20,8
6097,Bob Dylan,4/30/20,1
6098,Bob Dylan,5/1/20,6
6099,Bob Dylan,5/2/20,2
6100,Lil Baby,1/2/20,23
6101,Lil Baby,1/3/20,14
6102,Lil Baby,1/4/20,6
6103,Lil Baby,1/5/20,8
6104,Lil Baby,1/6/20,21
6105,Lil Baby,1/7/20,31
6106,Lil Baby,1/8/20,83
6107,Lil Baby,1/9/20,54
6108,Lil Baby,1/10/20,19
6109,Lil Baby,1/11/20,10
6110,Lil Baby,1/12/20,10
6111,Lil Baby,1/13/20,5
6112,Lil Baby,1/14/20,13
6113,Lil Baby,1/15/20,9
6114,Lil Baby,1/16/20,12
6115,Lil Baby,1/17/20,5
6116,Lil Baby,1/18/20,5
6117,Lil Baby,1/19/20,5
6118,Lil Baby,1/20/20,6
6119,Lil Baby,1/21/20,5
6120,Lil Baby,1/22/20,2
6121,Lil Baby,1/23/20,3
6122,Lil Baby,1/24/20,5
6123,Lil Baby,1/25/20,5
6124,Lil Baby,1/26/20,0
6125,Lil Baby,1/27/20,2
6126,Lil Baby,1/28/20,18
6127,Lil Baby,1/29/20,28
6128,Lil Baby,1/30/20,35
6129,Lil Baby,1/31/20,16
6130,Lil Baby,2/1/20,13
6131,Lil Baby,2/2/20,9
6132,Lil Baby,2/3/20,3
6133,Lil Baby,2/4/20,12
6134,Lil Baby,2/5/20,4
6135,Lil Baby,2/6/20,5
6136,Lil Baby,2/7/20,2
6137,Lil Baby,2/8/20,3
6138,Lil Baby,2/9/20,6
6139,Lil Baby,2/10/20,3
6140,Lil Baby,2/11/20,8
6141,Lil Baby,2/12/20,5
6142,Lil Baby,2/13/20,6
6143,Lil Baby,2/14/20,3
6144,Lil Baby,2/15/20,251
6145,Lil Baby,2/16/20,65
6146,Lil Baby,2/17/20,35
6147,Lil Baby,2/18/20,107
6148,Lil Baby,2/19/20,39
6149,Lil Baby,2/20/20,25
6150,Lil Baby,2/21/20,12
6151,Lil Baby,2/22/20,10
6152,Lil Baby,2/23/20,3
6153,Lil Baby,2/24/20,6
6154,Lil Baby,2/25/20,3
6155,Lil Baby,2/26/20,245
6156,Lil Baby,2/27/20,2385
6157,Lil Baby,2/28/20,781
6158,Lil Baby,2/29/20,237
6159,Lil Baby,3/1/20,125
6160,Lil Baby,3/2/20,146
6161,Lil Baby,3/3/20,58
6162,Lil Baby,3/4/20,45
6163,Lil Baby,3/5/20,35
6164,Lil Baby,3/6/20,20
6165,Lil Baby,3/7/20,143
6166,Lil Baby,3/8/20,381
6167,Lil Baby,3/9/20,100
6168,Lil Baby,3/10/20,16
6169,Lil Baby,3/11/20,27
6170,Lil Baby,3/12/20,35
6171,Lil Baby,3/13/20,12
6172,Lil Baby,3/14/20,47
6173,Lil Baby,3/15/20,74
6174,Lil Baby,3/16/20,11
6175,Lil Baby,3/17/20,10
6176,Lil Baby,3/18/20,164
6177,Lil Baby,3/19/20,108
6178,Lil Baby,3/20/20,38
6179,Lil Baby,3/21/20,10
6180,Lil Baby,3/22/20,9
6181,Lil Baby,3/23/20,8
6182,Lil Baby,3/24/20,6
6183,Lil Baby,3/25/20,5
6184,Lil Baby,3/26/20,13
6185,Lil Baby,3/27/20,24
6186,Lil Baby,3/28/20,15
6187,Lil Baby,3/29/20,19
6188,Lil Baby,3/30/20,41
6189,Lil Baby,3/31/20,7
6190,Lil Baby,4/1/20,7
6191,Lil Baby,4/2/20,7
6192,Lil Baby,4/3/20,18
6193,Lil Baby,4/4/20,38
6194,Lil Baby,4/5/20,43
6195,Lil Baby,4/6/20,18
6196,Lil Baby,4/7/20,7
6197,Lil Baby,4/8/20,5
6198,Lil Baby,4/9/20,5
6199,Lil Baby,4/10/20,3
6200,Lil Baby,4/11/20,5
6201,Lil Baby,4/12/20,12
6202,Lil Baby,4/13/20,7
6203,Lil Baby,4/14/20,3
6204,Lil Baby,4/15/20,4
6205,Lil Baby,4/16/20,4
6206,Lil Baby,4/17/20,5
6207,Lil Baby,4/18/20,1
6208,Lil Baby,4/19/20,1
6209,Lil Baby,4/20/20,2
6210,Lil Baby,4/21/20,0
6211,Lil Baby,4/22/20,2
6212,Lil Baby,4/23/20,146
6213,Lil Baby,4/24/20,35
6214,Lil Baby,4/25/20,32
6215,Lil Baby,4/26/20,30
6216,Lil Baby,4/27/20,894
6217,Lil Baby,4/28/20,127
6218,Lil Baby,4/29/20,29
6219,Lil Baby,4/30/20,15
6220,Lil Baby,5/1/20,6
6221,Lil Baby,5/2/20,5
6222,Remy Ma,1/2/20,2
6223,Remy Ma,1/3/20,1
6224,Remy Ma,1/4/20,2
6225,Remy Ma,1/5/20,1
6226,Remy Ma,1/6/20,3
6227,Remy Ma,1/7/20,2
6228,Remy Ma,1/8/20,2
6229,Remy Ma,1/9/20,6
6230,Remy Ma,1/10/20,2
6231,Remy Ma,1/11/20,2
6232,Remy Ma,1/12/20,1
6233,Remy Ma,1/13/20,2
6234,Remy Ma,1/14/20,2
6235,Remy Ma,1/15/20,0
6236,Remy Ma,1/16/20,4
6237,Remy Ma,1/17/20,3
6238,Remy Ma,1/18/20,5
6239,Remy Ma,1/19/20,3
6240,Remy Ma,1/20/20,2
6241,Remy Ma,1/21/20,3
6242,Remy Ma,1/22/20,0
6243,Remy Ma,1/23/20,1
6244,Remy Ma,1/24/20,0
6245,Remy Ma,1/25/20,0
6246,Remy Ma,1/26/20,2
6247,Remy Ma,1/27/20,0
6248,Remy Ma,1/28/20,0
6249,Remy Ma,1/29/20,0
6250,Remy Ma,1/30/20,2
6251,Remy Ma,1/31/20,2
6252,Remy Ma,2/1/20,2
6253,Remy Ma,2/2/20,1
6254,Remy Ma,2/3/20,9
6255,Remy Ma,2/4/20,6
6256,Remy Ma,2/5/20,5
6257,Remy Ma,2/6/20,0
6258,Remy Ma,2/7/20,1
6259,Remy Ma,2/8/20,1
6260,Remy Ma,2/9/20,0
6261,Remy Ma,2/10/20,0
6262,Remy Ma,2/11/20,4
6263,Remy Ma,2/12/20,46
6264,Remy Ma,2/13/20,17
6265,Remy Ma,2/14/20,9
6266,Remy Ma,2/15/20,11
6267,Remy Ma,2/16/20,6
6268,Remy Ma,2/17/20,9
6269,Remy Ma,2/18/20,2
6270,Remy Ma,2/19/20,0
6271,Remy Ma,2/20/20,0
6272,Remy Ma,2/21/20,0
6273,Remy Ma,2/22/20,0
6274,Remy Ma,2/23/20,0
6275,Remy Ma,2/24/20,0
6276,Remy Ma,2/25/20,0
6277,Remy Ma,2/26/20,0
6278,Remy Ma,2/27/20,0
6279,Remy Ma,2/28/20,0
6280,Remy Ma,2/29/20,0
6281,Remy Ma,3/1/20,0
6282,Remy Ma,3/2/20,0
6283,Remy Ma,3/3/20,0
6284,Remy Ma,3/4/20,0
6285,Remy Ma,3/5/20,9
6286,Remy Ma,3/6/20,2
6287,Remy Ma,3/7/20,0
6288,Remy Ma,3/8/20,0
6289,Remy Ma,3/9/20,0
6290,Remy Ma,3/10/20,0
6291,Remy Ma,3/11/20,0
6292,Remy Ma,3/12/20,0
6293,Remy Ma,3/13/20,0
6294,Remy Ma,3/14/20,0
6295,Remy Ma,3/15/20,0
6296,Remy Ma,3/16/20,0
6297,Remy Ma,3/17/20,0
6298,Remy Ma,3/18/20,0
6299,Remy Ma,3/19/20,0
6300,Remy Ma,3/20/20,0
