,peak_duration,peak_size,entity,peak_start_date
8361,0,4,Snoop Dogg,2020-03-14
8362,0,4,Snoop Dogg,2020-03-15
8363,0,4,Snoop Dogg,2020-03-16
8364,0,2,Snoop Dogg,2020-03-17
8365,0,3,Snoop Dogg,2020-03-18
8366,0,3,Snoop Dogg,2020-03-19
8367,0,3,Snoop Dogg,2020-03-20
8368,0,3,Snoop Dogg,2020-03-21
8369,0,3,Snoop Dogg,2020-03-22
8370,0,3,Snoop Dogg,2020-03-23
8371,0,3,Snoop Dogg,2020-03-24
8372,0,3,Snoop Dogg,2020-03-25
8373,0,3,Snoop Dogg,2020-03-26
8374,0,3,Snoop Dogg,2020-03-27
8375,0,84,Snoop Dogg,2020-03-28
8376,0,109,Snoop Dogg,2020-03-29
8377,0,109,Snoop Dogg,2020-03-30
8378,0,109,Snoop Dogg,2020-03-31
8379,0,107,Snoop Dogg,2020-04-01
8380,0,107,Snoop Dogg,2020-04-02
8381,0,45,Snoop Dogg,2020-04-03
8382,0,13,Snoop Dogg,2020-04-04
8383,0,5,Snoop Dogg,2020-04-05
8384,0,7,Snoop Dogg,2020-04-06
8385,0,7,Snoop Dogg,2020-04-07
8386,0,7,Snoop Dogg,2020-04-08
8387,0,4,Snoop Dogg,2020-04-09
8388,0,2,Snoop Dogg,2020-04-10
8389,0,2,Snoop Dogg,2020-04-11
8390,0,26,Snoop Dogg,2020-04-12
8391,0,26,Snoop Dogg,2020-04-13
8392,0,26,Snoop Dogg,2020-04-14
8393,0,26,Snoop Dogg,2020-04-15
8394,0,29,Snoop Dogg,2020-04-16
8395,0,29,Snoop Dogg,2020-04-17
8396,0,29,Snoop Dogg,2020-04-18
8397,0,29,Snoop Dogg,2020-04-19
8398,0,30,Snoop Dogg,2020-04-20
8399,0,15,Snoop Dogg,2020-04-21
8400,0,5,Snoop Dogg,2020-04-22
8401,0,5,Snoop Dogg,2020-04-23
8402,0,3,Snoop Dogg,2020-04-24
8403,0,3,Snoop Dogg,2020-04-25
8404,0,3,Snoop Dogg,2020-04-26
8405,0,20,Snoop Dogg,2020-04-27
8406,0,234,State Bank of India,2020-01-02
8407,0,205,State Bank of India,2020-01-03
8408,0,205,State Bank of India,2020-01-04
8409,0,234,State Bank of India,2020-01-05
8410,0,250,State Bank of India,2020-01-06
8411,0,102,State Bank of India,2020-01-07
8412,0,74,State Bank of India,2020-01-08
8413,0,30,State Bank of India,2020-01-09
8414,0,30,State Bank of India,2020-01-10
8415,0,30,State Bank of India,2020-01-11
8416,0,17,State Bank of India,2020-01-12
8417,0,45,State Bank of India,2020-01-13
8418,0,52,State Bank of India,2020-01-14
8419,0,67,State Bank of India,2020-01-15
8420,0,67,State Bank of India,2020-01-16
8421,0,67,State Bank of India,2020-01-17
8422,0,67,State Bank of India,2020-01-18
8423,0,62,State Bank of India,2020-01-19
8424,0,62,State Bank of India,2020-01-20
8425,0,107,State Bank of India,2020-01-21
8426,0,107,State Bank of India,2020-01-22
8427,0,108,State Bank of India,2020-01-23
8428,0,123,State Bank of India,2020-01-24
8429,5,986,State Bank of India,2020-01-25
8430,0,106,State Bank of India,2020-01-31
8431,0,58,State Bank of India,2020-02-01
8432,0,39,State Bank of India,2020-02-02
8433,0,39,State Bank of India,2020-02-03
8434,0,28,State Bank of India,2020-02-04
8435,0,35,State Bank of India,2020-02-05
8436,0,35,State Bank of India,2020-02-06
8437,0,94,State Bank of India,2020-02-07
8438,0,94,State Bank of India,2020-02-08
8439,0,73,State Bank of India,2020-02-09
8440,0,85,State Bank of India,2020-02-10
8441,0,93,State Bank of India,2020-02-11
8442,0,35,State Bank of India,2020-02-12
8443,0,81,State Bank of India,2020-02-13
8444,0,81,State Bank of India,2020-02-14
8445,0,97,State Bank of India,2020-02-15
8446,0,87,State Bank of India,2020-02-16
8447,0,89,State Bank of India,2020-02-17
8448,0,105,State Bank of India,2020-02-18
8449,0,105,State Bank of India,2020-02-19
8450,0,137,State Bank of India,2020-02-20
8451,0,153,State Bank of India,2020-02-21
8452,0,153,State Bank of India,2020-02-22
8453,0,112,State Bank of India,2020-02-23
8454,0,65,State Bank of India,2020-02-24
8455,0,105,State Bank of India,2020-02-25
8456,0,523,State Bank of India,2020-02-26
8457,0,542,State Bank of India,2020-02-27
8458,0,542,State Bank of India,2020-02-28
8459,11,2926,State Bank of India,2020-02-29
8460,0,493,State Bank of India,2020-03-12
8461,0,384,State Bank of India,2020-03-13
8462,0,469,State Bank of India,2020-03-14
8463,0,522,State Bank of India,2020-03-15
8464,0,312,State Bank of India,2020-03-16
8465,0,269,State Bank of India,2020-03-17
8466,0,117,State Bank of India,2020-03-18
8467,0,64,State Bank of India,2020-03-19
8468,0,99,State Bank of India,2020-03-20
8469,0,205,State Bank of India,2020-03-21
8470,0,168,State Bank of India,2020-03-22
8471,0,168,State Bank of India,2020-03-23
8472,0,157,State Bank of India,2020-03-24
8473,0,157,State Bank of India,2020-03-25
8474,0,99,State Bank of India,2020-03-26
8475,0,308,State Bank of India,2020-03-27
8476,0,308,State Bank of India,2020-03-28
8477,0,249,State Bank of India,2020-03-29
8478,0,276,State Bank of India,2020-03-30
8479,0,291,State Bank of India,2020-03-31
8480,0,144,State Bank of India,2020-04-01
8481,0,110,State Bank of India,2020-04-02
8482,0,35,State Bank of India,2020-04-03
8483,0,35,State Bank of India,2020-04-04
8484,0,61,State Bank of India,2020-04-05
8485,0,61,State Bank of India,2020-04-06
8486,0,78,State Bank of India,2020-04-07
8487,0,59,State Bank of India,2020-04-08
8488,0,43,State Bank of India,2020-04-09
8489,0,43,State Bank of India,2020-04-10
8490,0,43,State Bank of India,2020-04-11
8491,0,25,State Bank of India,2020-04-12
8492,0,39,State Bank of India,2020-04-13
8493,0,33,State Bank of India,2020-04-14
8494,0,33,State Bank of India,2020-04-15
8495,0,30,State Bank of India,2020-04-16
8496,0,69,State Bank of India,2020-04-17
8497,0,69,State Bank of India,2020-04-18
8498,0,49,State Bank of India,2020-04-19
8499,0,56,State Bank of India,2020-04-20
8500,0,79,State Bank of India,2020-04-21
8501,0,74,State Bank of India,2020-04-22
8502,0,65,State Bank of India,2020-04-23
8503,0,44,State Bank of India,2020-04-24
8504,0,44,State Bank of India,2020-04-25
8505,0,36,State Bank of India,2020-04-26
8506,0,22,State Bank of India,2020-04-27
8507,0,3,Suge Knight,2020-01-02
8508,0,2,Suge Knight,2020-01-03
8509,0,2,Suge Knight,2020-01-04
8510,7,39,Suge Knight,2020-01-05
8511,2,10,Suge Knight,2020-01-13
8512,0,5,Suge Knight,2020-01-16
8513,0,5,Suge Knight,2020-01-17
8514,0,5,Suge Knight,2020-01-18
8515,0,5,Suge Knight,2020-01-19
8516,0,4,Suge Knight,2020-01-20
8517,0,3,Suge Knight,2020-01-21
8518,0,2,Suge Knight,2020-01-22
8519,0,2,Suge Knight,2020-01-23
8520,0,3,Suge Knight,2020-01-24
8521,0,3,Suge Knight,2020-01-25
8522,0,4,Suge Knight,2020-01-26
8523,0,3,Suge Knight,2020-01-27
8524,0,4,Suge Knight,2020-01-28
8525,0,4,Suge Knight,2020-01-29
8526,0,4,Suge Knight,2020-01-30
8527,0,2,Suge Knight,2020-01-31
8528,0,2,Suge Knight,2020-02-01
8529,0,2,Suge Knight,2020-02-02
8530,0,2,Suge Knight,2020-02-03
8531,0,2,Suge Knight,2020-02-04
8532,0,2,Suge Knight,2020-02-05
8533,0,1,Suge Knight,2020-02-06
8534,0,3,Suge Knight,2020-02-07
8535,0,3,Suge Knight,2020-02-08
8536,0,3,Suge Knight,2020-02-09
8537,0,3,Suge Knight,2020-02-10
8538,0,3,Suge Knight,2020-02-11
8539,0,3,Suge Knight,2020-02-12
8540,0,3,Suge Knight,2020-02-13
8541,0,3,Suge Knight,2020-02-14
8542,0,3,Suge Knight,2020-02-15
8543,0,2,Suge Knight,2020-02-16
8544,0,2,Suge Knight,2020-02-17
8545,0,2,Suge Knight,2020-02-18
8546,0,0,Suge Knight,2020-02-19
8547,0,0,Suge Knight,2020-02-20
8548,0,0,Suge Knight,2020-02-21
8549,0,0,Suge Knight,2020-02-22
8550,0,0,Suge Knight,2020-02-23
8551,0,0,Suge Knight,2020-02-24
8552,0,0,Suge Knight,2020-02-25
8553,0,1,Suge Knight,2020-02-26
8554,0,1,Suge Knight,2020-02-27
8555,0,1,Suge Knight,2020-02-28
8556,0,2,Suge Knight,2020-02-29
8557,0,2,Suge Knight,2020-03-01
8558,0,2,Suge Knight,2020-03-02
8559,0,2,Suge Knight,2020-03-03
8560,0,2,Suge Knight,2020-03-04
8561,0,2,Suge Knight,2020-03-05
8562,0,2,Suge Knight,2020-03-06
8563,0,2,Suge Knight,2020-03-07
8564,0,2,Suge Knight,2020-03-08
8565,0,2,Suge Knight,2020-03-09
8566,0,2,Suge Knight,2020-03-10
8567,0,1,Suge Knight,2020-03-11
8568,0,1,Suge Knight,2020-03-12
8569,0,4,Suge Knight,2020-03-13
8570,0,6,Suge Knight,2020-03-14
8571,0,6,Suge Knight,2020-03-15
8572,0,6,Suge Knight,2020-03-16
8573,0,6,Suge Knight,2020-03-17
8574,0,6,Suge Knight,2020-03-18
8575,0,3,Suge Knight,2020-03-19
8576,0,3,Suge Knight,2020-03-20
8577,0,2,Suge Knight,2020-03-21
8578,0,1,Suge Knight,2020-03-22
8579,0,1,Suge Knight,2020-03-23
8580,0,1,Suge Knight,2020-03-24
8581,0,1,Suge Knight,2020-03-25
8582,0,0,Suge Knight,2020-03-26
8583,0,0,Suge Knight,2020-03-27
8584,0,0,Suge Knight,2020-03-28
8585,0,0,Suge Knight,2020-03-29
8586,0,0,Suge Knight,2020-03-30
8587,0,0,Suge Knight,2020-03-31
8588,0,0,Suge Knight,2020-04-01
8589,0,0,Suge Knight,2020-04-02
8590,0,0,Suge Knight,2020-04-03
8591,0,0,Suge Knight,2020-04-04
8592,0,0,Suge Knight,2020-04-05
8593,0,0,Suge Knight,2020-04-06
8594,0,0,Suge Knight,2020-04-07
8595,0,0,Suge Knight,2020-04-08
8596,0,0,Suge Knight,2020-04-09
8597,0,0,Suge Knight,2020-04-10
8598,0,0,Suge Knight,2020-04-11
8599,0,0,Suge Knight,2020-04-12
8600,0,0,Suge Knight,2020-04-13
8601,0,0,Suge Knight,2020-04-14
8602,0,0,Suge Knight,2020-04-15
8603,0,0,Suge Knight,2020-04-16
8604,0,0,Suge Knight,2020-04-17
8605,0,0,Suge Knight,2020-04-18
8606,0,0,Suge Knight,2020-04-19
8607,0,0,Suge Knight,2020-04-20
8608,0,0,Suge Knight,2020-04-21
8609,0,0,Suge Knight,2020-04-22
8610,0,0,Suge Knight,2020-04-23
8611,0,0,Suge Knight,2020-04-24
8612,0,0,Suge Knight,2020-04-25
8613,0,0,Suge Knight,2020-04-26
8614,0,0,Suge Knight,2020-04-27
8615,0,4,The Voice,2020-01-02
8616,0,5,The Voice,2020-01-03
8617,0,5,The Voice,2020-01-04
8618,0,5,The Voice,2020-01-05
8619,0,5,The Voice,2020-01-06
8620,0,4,The Voice,2020-01-07
8621,0,5,The Voice,2020-01-08
8622,0,5,The Voice,2020-01-09
8623,0,6,The Voice,2020-01-10
8624,0,6,The Voice,2020-01-11
8625,0,2,The Voice,2020-01-12
8626,0,2,The Voice,2020-01-13
8627,0,0,The Voice,2020-01-14
8628,0,0,The Voice,2020-01-15
8629,0,0,The Voice,2020-01-16
8630,0,0,The Voice,2020-01-17
8631,0,0,The Voice,2020-01-18
8632,0,0,The Voice,2020-01-19
8633,0,0,The Voice,2020-01-20
8634,0,0,The Voice,2020-01-21
8635,0,0,The Voice,2020-01-22
8636,0,0,The Voice,2020-01-23
8637,0,0,The Voice,2020-01-24
8638,0,0,The Voice,2020-01-25
8639,0,0,The Voice,2020-01-26
8640,0,0,The Voice,2020-01-27
8641,0,0,The Voice,2020-01-28
8642,0,0,The Voice,2020-01-29
8643,0,0,The Voice,2020-01-30
8644,0,0,The Voice,2020-01-31
8645,0,0,The Voice,2020-02-01
8646,0,2,The Voice,2020-02-02
8647,0,2,The Voice,2020-02-03
8648,0,2,The Voice,2020-02-04
8649,0,2,The Voice,2020-02-05
8650,0,2,The Voice,2020-02-06
8651,0,0,The Voice,2020-02-07
8652,0,0,The Voice,2020-02-08
8653,0,0,The Voice,2020-02-09
8654,0,0,The Voice,2020-02-10
8655,0,0,The Voice,2020-02-11
8656,0,0,The Voice,2020-02-12
8657,0,0,The Voice,2020-02-13
8658,0,0,The Voice,2020-02-14
8659,0,0,The Voice,2020-02-15
8660,0,0,The Voice,2020-02-16
8661,0,1,The Voice,2020-02-17
8662,0,1,The Voice,2020-02-18
8663,0,1,The Voice,2020-02-19
8664,0,1,The Voice,2020-02-20
8665,0,1,The Voice,2020-02-21
8666,3,408,The Voice,2020-02-22
8667,7,1492,The Voice,2020-02-26
8668,0,255,The Voice,2020-03-05
8669,0,90,The Voice,2020-03-06
8670,0,94,The Voice,2020-03-07
8671,0,95,The Voice,2020-03-08
8672,0,97,The Voice,2020-03-09
8673,0,7,The Voice,2020-03-10
8674,0,5,The Voice,2020-03-11
8675,0,5,The Voice,2020-03-12
8676,0,5,The Voice,2020-03-13
8677,0,5,The Voice,2020-03-14
8678,0,5,The Voice,2020-03-15
8679,0,6,The Voice,2020-03-16
8680,0,6,The Voice,2020-03-17
8681,0,5,The Voice,2020-03-18
8682,0,62,The Voice,2020-03-19
8683,0,84,The Voice,2020-03-20
8684,0,84,The Voice,2020-03-21
8685,0,85,The Voice,2020-03-22
8686,0,86,The Voice,2020-03-23
8687,0,86,The Voice,2020-03-24
8688,0,20,The Voice,2020-03-25
8689,0,3,The Voice,2020-03-26
8690,0,37,The Voice,2020-03-27
8691,0,37,The Voice,2020-03-28
8692,0,37,The Voice,2020-03-29
8693,0,34,The Voice,2020-03-30
8694,0,36,The Voice,2020-03-31
8695,0,15,The Voice,2020-04-01
8696,0,12,The Voice,2020-04-02
8697,0,18,The Voice,2020-04-03
8698,0,18,The Voice,2020-04-04
8699,0,17,The Voice,2020-04-05
8700,0,17,The Voice,2020-04-06
8701,0,17,The Voice,2020-04-07
8702,0,5,The Voice,2020-04-08
8703,0,10,The Voice,2020-04-09
8704,0,85,The Voice,2020-04-10
8705,0,172,The Voice,2020-04-11
8706,0,172,The Voice,2020-04-12
8707,0,163,The Voice,2020-04-13
8708,0,170,The Voice,2020-04-14
8709,0,170,The Voice,2020-04-15
8710,0,47,The Voice,2020-04-16
8711,0,25,The Voice,2020-04-17
8712,0,25,The Voice,2020-04-18
8713,0,24,The Voice,2020-04-19
8714,0,26,The Voice,2020-04-20
8715,0,11,The Voice,2020-04-21
8716,0,6,The Voice,2020-04-22
8717,0,6,The Voice,2020-04-23
8718,0,5,The Voice,2020-04-24
8719,0,12,The Voice,2020-04-25
8720,0,8,The Voice,2020-04-26
8721,0,8,The Voice,2020-04-27
8722,0,1,Tool,2020-01-02
8723,0,1,Tool,2020-01-03
8724,0,1,Tool,2020-01-04
8725,0,1,Tool,2020-01-05
8726,0,0,Tool,2020-01-06
8727,0,0,Tool,2020-01-07
8728,0,0,Tool,2020-01-08
8729,0,0,Tool,2020-01-09
8730,0,0,Tool,2020-01-10
8731,0,0,Tool,2020-01-11
8732,0,0,Tool,2020-01-12
8733,0,0,Tool,2020-01-13
8734,0,0,Tool,2020-01-14
8735,0,0,Tool,2020-01-15
8736,0,3,Tool,2020-01-16
8737,0,3,Tool,2020-01-17
8738,0,3,Tool,2020-01-18
8739,0,21,Tool,2020-01-19
8740,0,21,Tool,2020-01-20
8741,0,21,Tool,2020-01-21
8742,0,21,Tool,2020-01-22
8743,0,21,Tool,2020-01-23
8744,0,43,Tool,2020-01-24
8745,0,43,Tool,2020-01-25
8746,0,43,Tool,2020-01-26
8747,0,39,Tool,2020-01-27
8748,0,43,Tool,2020-01-28
8749,0,11,Tool,2020-01-29
8750,0,10,Tool,2020-01-30
8751,0,5,Tool,2020-01-31
8752,0,5,Tool,2020-02-01
8753,0,5,Tool,2020-02-02
8754,0,78,Tool,2020-02-03
8755,0,78,Tool,2020-02-04
8756,0,77,Tool,2020-02-05
8757,0,75,Tool,2020-02-06
8758,0,73,Tool,2020-02-07
8759,0,37,Tool,2020-02-08
8760,0,17,Tool,2020-02-09
8761,0,5,Tool,2020-02-10
8762,0,6,Tool,2020-02-11
8763,0,6,Tool,2020-02-12
8764,0,2,Tool,2020-02-13
8765,5,699,Tool,2020-02-14
8766,0,228,Tool,2020-02-20
8767,0,228,Tool,2020-02-21
8768,0,115,Tool,2020-02-22
8769,0,78,Tool,2020-02-23
8770,0,101,Tool,2020-02-24
8771,0,85,Tool,2020-02-25
8772,0,86,Tool,2020-02-26
8773,0,50,Tool,2020-02-27
8774,0,32,Tool,2020-02-28
8775,0,12,Tool,2020-02-29
8776,0,52,Tool,2020-03-01
8777,0,409,Tool,2020-03-02
8778,0,409,Tool,2020-03-03
8779,0,409,Tool,2020-03-04
8780,0,379,Tool,2020-03-05
8781,0,396,Tool,2020-03-06
8782,0,194,Tool,2020-03-07
8783,0,88,Tool,2020-03-08
8784,0,88,Tool,2020-03-09
8785,7,2169,Tool,2020-03-10
8786,0,490,Tool,2020-03-18
8787,0,72,Tool,2020-03-19
8788,0,51,Tool,2020-03-20
8789,0,39,Tool,2020-03-21
8790,0,113,Tool,2020-03-22
8791,0,113,Tool,2020-03-23
8792,0,113,Tool,2020-03-24
8793,0,113,Tool,2020-03-25
8794,0,114,Tool,2020-03-26
8795,0,225,Tool,2020-03-27
8796,0,225,Tool,2020-03-28
8797,0,225,Tool,2020-03-29
8798,0,225,Tool,2020-03-30
8799,0,194,Tool,2020-03-31
8800,0,37,Tool,2020-04-01
8801,0,24,Tool,2020-04-02
8802,0,37,Tool,2020-04-03
8803,0,34,Tool,2020-04-04
8804,0,34,Tool,2020-04-05
8805,0,17,Tool,2020-04-06
8806,0,13,Tool,2020-04-07
8807,0,13,Tool,2020-04-08
8808,0,13,Tool,2020-04-09
8809,0,7,Tool,2020-04-10
8810,0,9,Tool,2020-04-11
8811,0,9,Tool,2020-04-12
8812,0,119,Tool,2020-04-13
8813,0,119,Tool,2020-04-14
8814,0,119,Tool,2020-04-15
8815,0,116,Tool,2020-04-16
8816,0,116,Tool,2020-04-17
8817,0,17,Tool,2020-04-18
8818,0,13,Tool,2020-04-19
8819,0,7,Tool,2020-04-20
8820,0,7,Tool,2020-04-21
8821,0,8,Tool,2020-04-22
8822,0,10,Tool,2020-04-23
8823,0,11,Tool,2020-04-24
8824,0,11,Tool,2020-04-25
8825,0,12,Tool,2020-04-26
8826,0,5,Tool,2020-04-27
8827,0,4,"Tyler, the Creator",2020-01-02
8828,0,5,"Tyler, the Creator",2020-01-03
8829,0,7,"Tyler, the Creator",2020-01-04
8830,0,10,"Tyler, the Creator",2020-01-05
8831,0,10,"Tyler, the Creator",2020-01-06
8832,0,10,"Tyler, the Creator",2020-01-07
8833,0,10,"Tyler, the Creator",2020-01-08
8834,0,9,"Tyler, the Creator",2020-01-09
8835,0,7,"Tyler, the Creator",2020-01-10
8836,0,7,"Tyler, the Creator",2020-01-11
8837,0,4,"Tyler, the Creator",2020-01-12
8838,0,4,"Tyler, the Creator",2020-01-13
8839,0,6,"Tyler, the Creator",2020-01-14
8840,0,6,"Tyler, the Creator",2020-01-15
8841,0,6,"Tyler, the Creator",2020-01-16
8842,0,5,"Tyler, the Creator",2020-01-17
8843,0,5,"Tyler, the Creator",2020-01-18
8844,0,5,"Tyler, the Creator",2020-01-19
8845,0,5,"Tyler, the Creator",2020-01-20
8846,0,3,"Tyler, the Creator",2020-01-21
8847,6,54,"Tyler, the Creator",2020-01-22
8848,0,8,"Tyler, the Creator",2020-01-29
8849,0,8,"Tyler, the Creator",2020-01-30
8850,0,12,"Tyler, the Creator",2020-01-31
8851,0,12,"Tyler, the Creator",2020-02-01
8852,0,10,"Tyler, the Creator",2020-02-02
8853,0,11,"Tyler, the Creator",2020-02-03
8854,0,13,"Tyler, the Creator",2020-02-04
8855,0,5,"Tyler, the Creator",2020-02-05
8856,0,3,"Tyler, the Creator",2020-02-06
8857,5,17,"Tyler, the Creator",2020-02-07
8858,0,4,"Tyler, the Creator",2020-02-13
8859,0,4,"Tyler, the Creator",2020-02-14
8860,0,7,"Tyler, the Creator",2020-02-15
8861,0,7,"Tyler, the Creator",2020-02-16
8862,0,7,"Tyler, the Creator",2020-02-17
8863,0,3,"Tyler, the Creator",2020-02-18
8864,0,1,"Tyler, the Creator",2020-02-19
8865,0,1,"Tyler, the Creator",2020-02-20
8866,0,0,"Tyler, the Creator",2020-02-21
8867,0,0,"Tyler, the Creator",2020-02-22
8868,0,0,"Tyler, the Creator",2020-02-23
8869,0,0,"Tyler, the Creator",2020-02-24
8870,0,0,"Tyler, the Creator",2020-02-25
8871,0,0,"Tyler, the Creator",2020-02-26
8872,0,0,"Tyler, the Creator",2020-02-27
8873,0,0,"Tyler, the Creator",2020-02-28
8874,0,0,"Tyler, the Creator",2020-02-29
8875,0,0,"Tyler, the Creator",2020-03-01
8876,0,0,"Tyler, the Creator",2020-03-02
8877,0,0,"Tyler, the Creator",2020-03-03
8878,0,0,"Tyler, the Creator",2020-03-04
8879,0,0,"Tyler, the Creator",2020-03-05
8880,0,0,"Tyler, the Creator",2020-03-06
8881,0,0,"Tyler, the Creator",2020-03-07
8882,0,0,"Tyler, the Creator",2020-03-08
8883,0,0,"Tyler, the Creator",2020-03-09
8884,0,1,"Tyler, the Creator",2020-03-10
8885,0,1,"Tyler, the Creator",2020-03-11
8886,0,1,"Tyler, the Creator",2020-03-12
8887,0,1,"Tyler, the Creator",2020-03-13
8888,0,1,"Tyler, the Creator",2020-03-14
8889,0,1,"Tyler, the Creator",2020-03-15
8890,0,1,"Tyler, the Creator",2020-03-16
8891,0,1,"Tyler, the Creator",2020-03-17
8892,0,1,"Tyler, the Creator",2020-03-18
8893,0,1,"Tyler, the Creator",2020-03-19
8894,0,1,"Tyler, the Creator",2020-03-20
8895,0,1,"Tyler, the Creator",2020-03-21
8896,0,1,"Tyler, the Creator",2020-03-22
8897,0,0,"Tyler, the Creator",2020-03-23
8898,0,0,"Tyler, the Creator",2020-03-24
8899,0,0,"Tyler, the Creator",2020-03-25
8900,0,0,"Tyler, the Creator",2020-03-26
8901,0,0,"Tyler, the Creator",2020-03-27
8902,0,0,"Tyler, the Creator",2020-03-28
8903,0,0,"Tyler, the Creator",2020-03-29
8904,0,1,"Tyler, the Creator",2020-03-30
8905,0,1,"Tyler, the Creator",2020-03-31
8906,0,1,"Tyler, the Creator",2020-04-01
8907,0,1,"Tyler, the Creator",2020-04-02
8908,0,1,"Tyler, the Creator",2020-04-03
8909,0,0,"Tyler, the Creator",2020-04-04
8910,0,0,"Tyler, the Creator",2020-04-05
8911,0,0,"Tyler, the Creator",2020-04-06
8912,0,0,"Tyler, the Creator",2020-04-07
8913,0,0,"Tyler, the Creator",2020-04-08
8914,0,0,"Tyler, the Creator",2020-04-09
8915,0,0,"Tyler, the Creator",2020-04-10
8916,0,0,"Tyler, the Creator",2020-04-11
8917,0,0,"Tyler, the Creator",2020-04-12
8918,0,0,"Tyler, the Creator",2020-04-13
8919,0,0,"Tyler, the Creator",2020-04-14
8920,0,0,"Tyler, the Creator",2020-04-15
8921,0,0,"Tyler, the Creator",2020-04-16
8922,0,0,"Tyler, the Creator",2020-04-17
8923,0,0,"Tyler, the Creator",2020-04-18
8924,0,0,"Tyler, the Creator",2020-04-19
8925,0,0,"Tyler, the Creator",2020-04-20
8926,0,0,"Tyler, the Creator",2020-04-21
8927,0,0,"Tyler, the Creator",2020-04-22
8928,0,0,"Tyler, the Creator",2020-04-23
8929,0,0,"Tyler, the Creator",2020-04-24
8930,0,0,"Tyler, the Creator",2020-04-25
8931,0,0,"Tyler, the Creator",2020-04-26
8932,0,0,"Tyler, the Creator",2020-04-27
8933,0,1,Union Health Ministry,2020-01-02
8934,0,1,Union Health Ministry,2020-01-03
8935,0,1,Union Health Ministry,2020-01-04
8936,0,1,Union Health Ministry,2020-01-05
8937,0,1,Union Health Ministry,2020-01-06
8938,0,1,Union Health Ministry,2020-01-07
8939,0,2,Union Health Ministry,2020-01-08
8940,0,2,Union Health Ministry,2020-01-09
8941,0,2,Union Health Ministry,2020-01-10
8942,0,2,Union Health Ministry,2020-01-11
8943,0,2,Union Health Ministry,2020-01-12
8944,0,0,Union Health Ministry,2020-01-13
8945,0,0,Union Health Ministry,2020-01-14
8946,0,0,Union Health Ministry,2020-01-15
8947,0,0,Union Health Ministry,2020-01-16
8948,0,4,Union Health Ministry,2020-01-17
8949,0,7,Union Health Ministry,2020-01-18
8950,0,7,Union Health Ministry,2020-01-19
8951,0,7,Union Health Ministry,2020-01-20
8952,0,7,Union Health Ministry,2020-01-21
8953,0,7,Union Health Ministry,2020-01-22
8954,0,4,Union Health Ministry,2020-01-23
8955,0,2,Union Health Ministry,2020-01-24
8956,0,2,Union Health Ministry,2020-01-25
8957,0,16,Union Health Ministry,2020-01-26
8958,0,41,Union Health Ministry,2020-01-27
8959,0,41,Union Health Ministry,2020-01-28
8960,0,41,Union Health Ministry,2020-01-29
8961,0,33,Union Health Ministry,2020-01-30
8962,0,37,Union Health Ministry,2020-01-31
8963,0,16,Union Health Ministry,2020-02-01
8964,0,15,Union Health Ministry,2020-02-02
8965,0,6,Union Health Ministry,2020-02-03
8966,0,4,Union Health Ministry,2020-02-04
8967,0,4,Union Health Ministry,2020-02-05
8968,0,4,Union Health Ministry,2020-02-06
8969,0,4,Union Health Ministry,2020-02-07
8970,0,4,Union Health Ministry,2020-02-08
8971,0,4,Union Health Ministry,2020-02-09
8972,0,1,Union Health Ministry,2020-02-10
8973,0,1,Union Health Ministry,2020-02-11
8974,0,1,Union Health Ministry,2020-02-12
8975,0,1,Union Health Ministry,2020-02-13
8976,0,2,Union Health Ministry,2020-02-14
8977,0,2,Union Health Ministry,2020-02-15
8978,0,2,Union Health Ministry,2020-02-16
8979,0,2,Union Health Ministry,2020-02-17
8980,0,2,Union Health Ministry,2020-02-18
8981,0,7,Union Health Ministry,2020-02-19
8982,0,6,Union Health Ministry,2020-02-20
8983,0,6,Union Health Ministry,2020-02-21
8984,0,7,Union Health Ministry,2020-02-22
8985,0,8,Union Health Ministry,2020-02-23
8986,0,8,Union Health Ministry,2020-02-24
8987,0,8,Union Health Ministry,2020-02-25
8988,0,8,Union Health Ministry,2020-02-26
8989,0,6,Union Health Ministry,2020-02-27
8990,0,8,Union Health Ministry,2020-02-28
8991,0,8,Union Health Ministry,2020-02-29
8992,0,7,Union Health Ministry,2020-03-01
8993,0,7,Union Health Ministry,2020-03-02
8994,0,10,Union Health Ministry,2020-03-03
8995,0,7,Union Health Ministry,2020-03-04
8996,0,5,Union Health Ministry,2020-03-05
8997,0,23,Union Health Ministry,2020-03-06
8998,0,27,Union Health Ministry,2020-03-07
8999,0,24,Union Health Ministry,2020-03-08
9000,0,26,Union Health Ministry,2020-03-09
9001,0,26,Union Health Ministry,2020-03-10
9002,6,5037,Union Health Ministry,2020-03-11
9003,0,738,Union Health Ministry,2020-03-18
9004,0,244,Union Health Ministry,2020-03-19
9005,0,63,Union Health Ministry,2020-03-20
9006,0,63,Union Health Ministry,2020-03-21
9007,0,63,Union Health Ministry,2020-03-22
9008,0,16,Union Health Ministry,2020-03-23
9009,0,9,Union Health Ministry,2020-03-24
9010,0,7,Union Health Ministry,2020-03-25
9011,0,732,Union Health Ministry,2020-03-26
9012,0,732,Union Health Ministry,2020-03-27
9013,0,732,Union Health Ministry,2020-03-28
9014,0,725,Union Health Ministry,2020-03-29
9015,0,714,Union Health Ministry,2020-03-30
9016,0,376,Union Health Ministry,2020-03-31
9017,0,376,Union Health Ministry,2020-04-01
